"Acquisition_Date","Site","Description","Passwords"
"2021-01-17T00:00:00Z","Teespring","In June 2020, the custom apparel service Teespring was allegedly breached. The stolen data contains usernames, email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2018-08-01T00:00:00Z","CasinoOnNet","At an unconfirmed date, the online casino CasinoOnNet was allegedly breached. The stolen data contains email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2020-11-25T00:00:00Z","Sales Gravy","At an unconfirmed date, the online sales training platform Sales Gravy was allegedly breached. The stolen data contains usernames, passwords, and email addresses. This breach is being privately shared on the internet.","665849"
"2020-10-09T00:00:00Z","Percentil","At an unconfirmed date, the Spanish-language online fashion consignment service Percentil was allegedly breached. The stolen data contains salts, email addresses, and passwords. This breach is being privately shared on the internet.","530035"
"2019-01-01T00:00:00Z","ElfWood","In 2016, the online fantasy fiction and art gallery ElfWood was allegedly breached. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","10930"
"2021-01-13T00:00:00Z","MMG Fusion","In December 2020, the dental office software suite MMG Fusion was allegedly breached. The stolen data contains email addresses, passwords and additional personal patient information. This breach is being privately shared on the internet.","10734"
"2020-09-12T00:00:00Z","GMX Email collection","At an unconfirmed date, a list of email addresses from users of German email provider GMX were leaked. The leaked data contains passwords and email addresses. This data is being publicly shared on the internet.","46732583"
"2018-08-01T00:00:00Z","AvaTrade","At an unconfirmed date, the online forex trading platform AvaTrade was allegedly breached. The stolen data contains IPs, email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2021-01-17T00:00:00Z","Bonobos","At an unconfirmed date, the men's clothing retailer Bonobos was allegedly breached. The stolen data contains email addresses, usernames, IPs, salts, passwords and additional personal information. This breach is being privately shared on the internet.","1852400"
"2020-11-06T00:00:00Z","Bitcoinblack","At an unconfirmed date, the official website of the Bitcoinblack cryptocurrency was allegedly breached. The stolen data contains email addresses, usernames, passwords and additional personal information. This breach is being privately shared on the internet.","9553"
"2020-12-31T00:00:00Z","Deutscher Fußball-Bund","In July 2016, the German Football Association (Deutscher Fußball-Bund) was allegedly breached. The stolen data contains email addresses and passwords. This breach is being privately shared on the internet.","19044574"
"2020-12-29T00:00:00Z","BBGPOINT","In December 2020, the browser-based game developer BBGPOINT was allegedly breached. The stolen data contains email addresses, passwords, IPs, usernames and additional personal information. This breach is being privately shared on the internet.","1210593"
"2020-12-02T00:00:00Z","Town Sport International Holdings","In November 2019, a security researcher discovered an exposed database belonging to Town Sports International Holdings. The exposed data included full names, street addresses, phone numbers, email addresses, last four digits of credit card numbers, credit card expiration dates, and billing history.","0"
"2021-01-13T00:00:00Z","Azorult Botnet","AzorUlt is a lesser known credential stealing botnet, also known as crimeware. This malware steals data from infected computers via web browsers and protected storage. Once infected, the computer sends the stolen data to a bot command and control (C&C) server, where the data is stored. Any credentials from this source can be assumed to already be in the hands of threat actors, and should be changed immediately.","81967"
"2020-12-15T00:00:00Z","Yamiba","At an unconfirmed date, the Turkish astrology website Yamiba was allegedly breached. The stolen data contains email addresses, passwords and additional personal information. This breach is being privately shared on the internet.","202576"
"2020-05-06T00:00:00Z","Comunidad Underground Hispana","In 2020, the Spanish-language hacking forum Comunidad Underground Hispana was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","659931"
