"Website","LineCount","HashType","Category"
"ak-lsa.de","2.866","HASH","Business"
"akadalymentes.mobilgo.eu","6.375","HASH+NOHASH","Business"
"akademiavzdelavania.sk","1.273","HASH+NOHASH","Education"
"akademie.biskupstvi.cz","2.136","HASH","Organizations&Government"
"akademik.interstudi.edu","4.386","HASH","Education"
"akargo.com","8.298","HASH","Business"
"akcentinfotech.com","3.389","HASH+NOHASH","Business"
"akcesdance.pl","1.573","HASH","Business"
"akentia.com","1.397","HASH","Business"
"akilar.com","1.180","HASH+NOHASH","Travel"
"akita-forum.com","53.327","HASH","Social"
"aklaat.com","13.264","NOHASH","Restaurant"
"aktienbrief-online.de","1.687","HASH+NOHASH","Finance"
"akuntan.us","12.207","HASH] [NOHASH","Adult"
"al-anon.it","3.046","HASH+NOHASH","Medicine"
"al-majid.com","122.825","NOHASH","Business"
"al-majid.com","934","NOHASH","Business"
"aladinos.pizza","1.072","HASH+NOHASH","Business"
"albafind.com","4.833","HASH+NOHASH","Search Engines and Portals"
"albertonitti.it","6.347","HASH","Business"
"album.digilab.cz","3.001","HASH+NOHASH","Entertainment"
"albumxpresstemplates.com","1.030","NOHASH","Business"
"alcbasket.com","2.553","NOHASH","Sports"
"alch.strangled.net","1.532","HASH+NOHASH","NoCategory"
"aldantrading.com","1.188","NOHASH","Business"
"alderneyangling.com","6.386","HASH+NOHASH","Sports"
"aleksandretta.pl","1.530","NOHASH","Social"
"alertux.com","1.352","HASH+NOHASH","Media"
"alexanderfischer.com","1.445","HASH","Shopping"
"algames.fr","5.004","HASH+NOHASH","NoCategory"
"alh-dziegielsport.pl","1.312","HASH+NOHASH","Business"
"aliancasjasmimeamancio.com.br","1.481","NOHASH","Newly Observed Domain"
"alice-community.de","4.536","HASH","IT"
"alidicarta.it","4.775","NOHASH","Entertainment"
"aliqueenmall.com","7.558","HASH","Shopping"
"alisohobby.com","25.406","NOHASH","Shopping"
"alkuyi.com","17.170","HASH","Entertainment"
"allaboutcards.com","1.323","HASH","Business"
"allaboutoutdoor.com","4.714","HASH+NOHASH","Business"
"allclean.tw","1.221","NOHASH","Shopping"
"allergystore.com.tw","8.989","NOHASH","Business"
"alles-aus-plexiglas.de","1.242","HASH+NOHASH","Business"
"allesvoordekinesist.nl","6.374","NOHASH","Business"
"allfreightfiji.com.fj","16.314","HASH+NOHASH","Business"
"allfreightpacific.com.fj","7.726","HASH+NOHASH","Business"
"allhair.kr","2.115","HASH+NOHASH","Shopping"
"allhealed.com","1.524","HASH","Advertising"
"allianceforbiz.org","2.804","NOHASH","Business"
"alliedbook.com","1.088","HASH+NOHASH","Shopping"
"allmmorpg.ru","6.463","HASH","Games"
"allmyfavorites.net","41.160","NOHASH","IT"
"allness.co.kr","1.894","HASH+NOHASH","IT"
"almasiwear.dk","16.194","HASH+NOHASH","NoCategory"
"almazmarket.electrob.ru","5.153","NOHASH","Business"
"alpha-watch.com","2.276","HASH","Shopping"
"alrincon.com","101.531","HASH+NOHASH","Adult"
"alsancakdostlarfirini.com","1.663","HASH","Media"
"alt.tvp-textil.de","2.150","HASH","Media"
"altamuraweb.it","1.081","NOHASH","Search Engines and Portals"
"altasterol.com","3.716","NOHASH","Business"
"alternativa.cccb.org","4.892","HASH+NOHASH","Education"
"alteximex.com","1.620","HASH+NOHASH","Real Estate"
"altonono.com","1.475","HASH+NOHASH","Reference"
"alumni.els-plovdiv.com","6.210","HASH+NOHASH","Organizations&Government"
"alumni.gim.ac.in","2.758","HASH+NOHASH","Adult"
"alumni.upi-yai.ac.id","5.464","HASH+NOHASH","Education"
"alura.net","67.650","HASH+NOHASH","Advertising"
"alyssasmith.co.uk","1.037","HASH","Business"
"amaluxuryshower.com","2.724","HASH+NOHASH","Business"
"amanworld.com","2.362","NOHASH","Business"
"amazepromos.com","976.154","HASH","Medicine"
"amazingcharts.com","4.193","HASH+NOHASH","Medicine"
"amazonshopping.pk","9.623","HASH+NOHASH","Business"
"ambcperu.com","6.924","HASH+NOHASH","Business"
"ambiance-et-deco.fr","10.686","HASH","Business"
"ameawards.com","29.322","NOHASH","Business"
"ameddepot.com","1.683","HASH","Business"
"amelioration-continue.fr","4.352","NOHASH","Business"
"americainrecovery.org","2.745","HASH","Social"
"americanbladesmith.com","2.784","HASH","Organizations&Government"
"americanwhiskeybarrel.com","17.532","HASH","Business"
"amicianimali.net","1.445","HASH+NOHASH","Social"
"amicsdelamusica.com","1.298","HASH","Education"
"amicucci.it","29.651","NOHASH","Entertainment"
"amiga-org.ru","1.757","HASH+NOHASH","NoCategory"
"amimic.es","2.545","HASH","No category"
"amis-de-platon.com","1.160","HASH","Business"
"amplitude-studios.com","28.618","NOHASH","Games"
"ampolfood.co.th","519","NOHASH","Web-based Email"
"amptek-es.com","2.861","NOHASH","Business"
"anatella.com","3.262","HASH","Business"
"anatomyguru.in","5.354","HASH","Business"
"ancien.cei66.com","3.034","NOHASH","IT"
"and-hair.com.tw","1.187","NOHASH","Business"
"andelshastar.se","5.892","NOHASH","Shopping"
"andor.cz","18.477","HASH+NOHASH","Boards"
"andresmayo.com","9.057","HASH+NOHASH","Business"
"andrieudesign.com","19.947","HASH+NOHASH","Business"
"andro-penis.in.ua","7.636","NOHASH","NoCategory"
"andrograde.com","14.471","NOHASH","Games"
"android.a2big.com","1.079","NOHASH","Job Search"
"androidforums.com","257.760","NOHASH","IT"
"andthelittledoglaughed.com","1.061","HASH","Shopping"
"angel-home.hong-pak.com","2.410","NOHASH","Real Estate"
"angel.good-hills.co.jp","4.998","NOHASH","IT"
"angelique-net.jp","14.813","NOHASH","Entertainment"
"angolaflowershoppe.com","1.465","HASH+NOHASH","Shopping"
"animage.net","4.510","HASH+NOHASH","Entertainment"
"anime-planet.net","108.007","NOHASH","Adult"
"animutank.com","44.506","NOHASH","Entertainment"
"anipet.com","1.283","NOHASH","Shopping"
"anitel.org","3.046","HASH+NOHASH","Business"
"anitkak.webd.pl","2.846","NOHASH","Web Hosting"
"ankarafirmarehberi.gen.tr","1.255","HASH+NOHASH","Meaningless Content"
"anmeldesystem.com","205.332","HASH+NOHASH","Sports"
"annearundelcounty.com","21.823","HASH+NOHASH","Sports"
"annuaire.articite.fr","3.746","HASH+NOHASH","Entertainment"
"annuaire37.fr","1.265","NOHASH","Business"
"annuncicartomanzia.com","3.148","NOHASH","NoCategory"
"anotherpb.com","6.599","HASH+NOHASH","Sports"
"anpad.it","1.426","NOHASH","Entertainment"
"anpmtlaxcala.com.mx","3.499","HASH+NOHASH","Education"
"anpn.pl","2.427","HASH+NOHASH","Business"
"anstoss-online.de","52.492","HASH+NOHASH","Games"
"antbil.com","1.086","HASH+NOHASH","Business"
"antikregiseg.hu","8.824","NOHASH","Entertainment"
"antikregiseg.hufelh","7.394","NOHASH","NoCategory"
"antonioaltea.balloonhq.com","2.041","HASH+NOHASH","Sports"
"antspainter.com","2.436","HASH","Business"
"antus.si","2.501","HASH+NOHASH","Business"
"anvelopewebshop.ro","4.160","HASH","Business"
"anyvita.com","6.131","HASH","Shopping"
"aorva.com.au","2.782","HASH","Business"
"aosta.intourcity.it","1.095","NOHASH","IT"
"aotg.com","3.094","HASH+NOHASH","Entertainment"
"aovivonet.com.br","4.601","HASH+NOHASH","IT"
"apachisoftwaresolutions.com","1.192","NOHASH","IT"
"apartamentamika.pl","3.230","HASH","Business"
"apartamentos.es","1.178","HASH+NOHASH","Travel"
"apartamentslauria.com","31.278","HASH+NOHASH","Business"
"apex.newremotecontrol.com","2.578","HASH","Business"
"apexcom.com.tw","9.272","NOHASH","Business"
"apexlegends.it","3.224","HASH","Business"
"apgvbank.in","2.271","HASH+NOHASH","Finance"
"api.joeapp.jp","4.124","NOHASH","IT"
"api.saebon.com","7.434","HASH+NOHASH","Education"
"aplracing.com.br","1.611","NOHASH","Search Engines and Portals"
"apluscatering.schoollunchchoice.com","43.310","HASH+NOHASH","Restaurant"
"apolloasiab2b.com","1.252","NOHASH","Travel"
"apollob2b.net","5.705","NOHASH","Business"
"apothekerkammer-nds-intern.de","3.706","HASH+NOHASH","Medicine"
"app.auctioner.co.uk","3.460","HASH","NoCategory"
"appareilphotoetanche.com","10.482","HASH+NOHASH","Shopping"
"appinfo.success-corp.co.jp","4.526","NOHASH","IT"
"apple-house.ws","3.029","NOHASH","Medicine"
"apple4949.com","2.263","NOHASH","Business"
"applevalleyhypnosis.com","1.291","HASH+NOHASH","Medicine"
"apply.indicorps.org","1.809","HASH","Organizations&Government"
"apply.viaken.pl","10.256","HASH+NOHASH","No category"
"appmais.com.br","1.191","HASH+NOHASH","Business"
"appman.makeitapp.com","39.438","HASH+NOHASH","IT"
"appnations.com","1.042","HASH+NOHASH","IT"
"apposite.codes","8.119","HASH+NOHASH","NoCategory"
"apprentis.ch","60.625","HASH+NOHASH","Business"
"apsanlaw.com","8.564","HASH+NOHASH","Organizations&Government"
"apsca.org.cn","1.489","NOHASH","Business"
"apscroatia.com","4.809","HASH+NOHASH","Medicine"
"aptoninc.com","2.540","HASH","Business"
"aqua.fr","2.703","HASH+NOHASH","Business"
"aquatherm.kyiv.ua","9.889","HASH+NOHASH","Meaningless Content"
"aquavolt.com.au","2.797","HASH","Business"
"arad.esportes.co","1.036","HASH","Business"
"aragonemprendedor.com","5.308","HASH+NOHASH","Organizations&Government"
"arai.mrsc.jp","11.032","HASH+NOHASH","Sports"
"arcademy.fr","19.834","NOHASH","Business"
"architectureforsale.com","9.447","HASH","Real Estate"
"archiv.eatonelektrotechnika.cz","3.416","NOHASH","Business"
"archive.mostra.org","9.859","NOHASH","Entertainment"
"archive.oceansbridge.com","4.402","HASH+NOHASH","Shopping"
"archive.titanicfilmfest.hu","71.547","HASH+NOHASH","Entertainment"
"archives-francaises.fr","10.117","HASH+NOHASH","Travel"
"archivevideos.com","8.050","HASH","Adult"
"archivum.szabadsag.ro","2.029","HASH","Media"
"arcoinde.com","3.694","HASH+NOHASH","Real Estate"
"arcoirisfestainfantil.com.br","1.472","NOHASH","Search Engines and Portals"
"arex.cz","13.077","HASH+NOHASH","Business"
"argo35.ru","1.904","HASH","Business"
"argomentiimmobiliari.it","1.869","NOHASH","Business"
"arie-agency.com","3.397","NOHASH","Real Estate"
"arinbeneficios.com.br","5.092","HASH+NOHASH","Medicine"
"arishbionaturals.com","3.803","NOHASH","Business"
"arisuhotel.com","2.092","HASH","Shopping"
"arizona-dream.com","3.656","HASH","Travel"
"armurerie-ball-trap.bon-cadeau-institut-cinderella.com","1.640","NOHASH","Adult"
"arnimgift.com","2.632","NOHASH","Shopping"
"arogyayogshala.in","2.093","HASH+NOHASH","Business"
"arrowconcrete.com.fj","15.243","HASH+NOHASH","Business"
"ars-verona.ru","2.106","NOHASH","Business"
"arsan.sa","3.551","NOHASH","NoCategory"
"arsap.com","1.352","NOHASH","IT"
"art-mir.ru","3.347","HASH+NOHASH","Entertainment"
"art.kiev.ua","7.362","HASH+NOHASH","Entertainment"
"art4paper.com","1.861","HASH+NOHASH","Business"
"artaste.it","1.376","HASH+NOHASH","Arts"
"artenaescola.org.br","41.226","HASH","Education"
"artepension.com","2.749","HASH+NOHASH","Shopping"
"articleswrap.com","1.036","NOHASH","Reference"
"artmanagervn.com","18.228","HASH+NOHASH","Business"
"artnexx.ru","4.242","HASH","Entertainment"
"artoflivingmatrimony.org","3.539","NOHASH","Dating"
"artonline.ru","149.995","HASH","Entertainment"
"artonthepark.com.au","1.923","NOHASH","IT"
"artryn.co.kr","2.985","HASH","Shopping"
"artsmanagement.net","3.366","HASH+NOHASH","Education"
"artsnanan.org","20.894","NOHASH","Business"
"arzamas.740074.ru","1.997","NOHASH","Business"
"as.welinfo.kr","1.280","NOHASH","Organizations&Government"
"asaja-andalucia.es","2.259","HASH","Business"
"asamayu.life","2.473","HASH+NOHASH","NoCategory"
"asap.me","27.812","NOHASH","Business"
"asck.farm","5.304","HASH+NOHASH","NoCategory"
"asclub.it","18.166","NOHASH","Shopping"
"ashabhai.com.fj","5.906","HASH+NOHASH","Meaningless Content"
"ashaedu.co.kr","3.462","HASH","IT"
"ashitane.edutown.jp","1.093","HASH","Business"
"ashta.eu","1.885","NOHASH","Business"
"ashwinder.sycophanthex.com","112.090","HASH+NOHASH","Entertainment"
"asik.avx.pl","7.379","NOHASH","IT"
"askamerchant.com","4.502","NOHASH","Business"
"askamerchant.com","4.599","HASH","Business"
"askkpop.com","24.267","HASH","Entertainment"
"asobiba.co.kr","13.246","HASH+NOHASH","Shopping"
"assemblix.com.sg","3.313","HASH+NOHASH","Gambling"
"assistedproperty.com","93.964","HASH+NOHASH","Real Estate"
"asskandi.it","5.459","NOHASH","Entertainment"
"asso-minerve.fr","1.575","HASH+NOHASH","Education"
"associateconstruction.com","6.525","HASH+NOHASH","Real Estate"
"assofermet.it","5.752","NOHASH","Business"
"assovesp.org.br","11.887","NOHASH","IT"
"asthmazentrum-pfalz.de","7.840","NOHASH","NoCategory"
"astroavl.com","12.364","HASH","Shopping"
"astrofactor.com","868","NOHASH","Information Technology"
"astroflash.info","1.145","NOHASH","NoCategory"
"astrohled.cz","37.470","HASH+NOHASH","Folklore"
"astrologypredict.com","2.216","HASH+NOHASH","Alternative Beliefs"
"asturnatura.com","1.027","HASH+NOHASH","Social"
"asun.vn","9.980","HASH","Shopping"
"at2016.agiletour.org","1.815","HASH+NOHASH","Education"
"atacadovip.net","9.103","HASH+NOHASH","Adult"
"atakafish.co.jp","49.624","NOHASH","Shopping"
"atcenter.or.jp","4.729","NOHASH","Organizations&Government"
"ateasewiththemedia.com","1.547","HASH+NOHASH","Sports"
"ath.kr","1.924","NOHASH","Shopping"
"athe-ireland.com","1.732","HASH+NOHASH","Education"
"athlenet.fr","2.091","HASH+NOHASH","Sports"
"atlantis.csillagkapu.hu","29.194","HASH+NOHASH","Entertainment"
"atlantiszkiado.hu","8.387","HASH+NOHASH","Shopping"
"atombit.cn","1.795","HASH+NOHASH","Business"
"atozhotelproducts.com","2.605","NOHASH","Business"
"atpromprakai.com","1.149","NOHASH","NoCategory"
"atsbets.com","6.777","NOHASH","Gambling"
"atsgmembers.com","3.943","NOHASH","IT"
"att.org.tw","18.140","NOHASH","Business"
"atyourbusiness.com","20.717","NOHASH","Business"
"aubeciel.ootd7.com","2.755","HASH","Shopping"
"auction.conchology.be","1.518","NOHASH","Reference"
"auction.telesale.com","4.943","NOHASH","Business"
"auction2.mineral-auctions.com","2.282","NOHASH","Business"
"auctions.northwestmissouri.com","1.441","HASH+NOHASH","Business"
"audioidiots.com","2.324","HASH+NOHASH","Social"
"auditienieuws.nl","5.618","HASH+NOHASH","Job Search"
"augellimarmi.it","3.247","HASH+NOHASH","Business"
"aula.pl","9.477","HASH+NOHASH","Search Engines and Portals"
"auratorrent.pl","10.399","HASH+NOHASH","File Sharing"
"aurora-group.eu","25.482","HASH+NOHASH","Education"
"aussiekids.net.au","7.705","HASH+NOHASH","Medicine"
"ausstellerdaten.de","22.000","HASH+NOHASH","Business"
"austintherealtor.com","7.646","HASH+NOHASH","Real Estate"
"australien-recht.de","5.237","HASH+NOHASH","NoCategory"
"austrodaimlermodell.at","2.327","HASH","Shopping"
"auto-hifi.ru","10.714","HASH+NOHASH","Shopping"
"auto-s.co.jp","14.130","HASH+NOHASH","Auto"
"auto.euroindex.ua","4.861","HASH+NOHASH","Business"
"auto.yarnet.ru","1.280","NOHASH","Auto"
"autobazar.cbazar.cz","1.810","HASH+NOHASH","Shopping"
"autobenes.com","10.392","HASH+NOHASH","Real Estate"
"autocamping.co.kr","60.721","NOHASH","Travel"
"autoccasionesoriano.com","4.149","NOHASH","Business"
"autocentral.com.fj","14.938","HASH+NOHASH","IT"
"autoclique.com.br","113.113","NOHASH","IT"
"autogather.de","1.074","HASH","Travel"
"autoglas-discounter.de","10.254","HASH+NOHASH","NoCategory"
"automatenvideothek.de","2.403","NOHASH","Business"
"automobile-sportive.com","32.998","NOHASH","Travel"
"autopartthailand.com","1.257","HASH","Travel"
"autopecasmonterey.com.br","1.481","NOHASH","Newly Observed Domain"
"autopolicy.review","7.223","NOHASH","NoCategory"
"autoramarv.com","1.206","NOHASH","Auto"
"autosoft.ru","9.779","HASH","IT"
"autosportwilly.fr","128.128","HASH+NOHASH","Auto"
"autostyle.co.uk","1.188","HASH","Business"
"autotouch.net","22.349","HASH+NOHASH","IT"
"autotouch.netuser","1.222","HASH+NOHASH","NoCategory"
"autozar.mn","40.918","HASH+NOHASH","Organizations&Government"
"autozar.mn","42.679","HASH+NOHASH","Organizations&Government"
"auvergnepro.com","956","HASH","Organizations&Government"
"auxbullesgourmandes.com","1.209","NOHASH","Business"
"av1.avking8.com","86.873","HASH","Adult"
"avalonauto.ru","18.693","HASH+NOHASH","Auto"
"avemariaplata.com","1.541","HASH+NOHASH","Business"
"averecord.cz","2.030","HASH+NOHASH","Shopping"
"averesttraining.com","1.221","HASH","Business"
"aves.be","8.040","HASH+NOHASH","Science"
"avia-braun.de","12.521","HASH","Business"
"avianid.co.uk","8.500","NOHASH","Shopping"
"aviomall.com","22.083","HASH","Shopping"
"avis-immobilier-bessancourt.com","36.478","HASH+NOHASH","Business"
"avisdeces.estrieplus.com","2.630","NOHASH","Search Engines and Portals"
"avisdedeces.ca","3.486","HASH+NOHASH","Business"
"avtomagazin.bg","1.188","NOHASH","Business"
"avtoznak.shop","1.215","HASH","NoCategory"
"awardsdaily.comwp","70.076","HASH","NoCategory"
"awirelessaccessories.com","2.886","HASH","IT"
"axeinojacintinho.com.br","1.462","NOHASH","NoCategory"
"axelrodautooutlet.com","1.382","NOHASH","Auto"
"axijobs.com","267.624","NOHASH","NoCategory"
"axon.rs","1.501","NOHASH","Meaningless Content"
"aynrand.cz","1.222","HASH+NOHASH","Business"
"azbgo.com","3.452","HASH+NOHASH","Business"
"azcentral.com","475.644","HASH+NOHASH","News and Media"
"azhp.ru","2.209","HASH+NOHASH","Business"
"azizkhatri.com","41.326","HASH","IT"
"b-invogue.co.uk","14.518","NOHASH","Business"
"b.beyondmedia.co.kr","10.549","HASH+NOHASH","Meaningless Content"
"b2binsidewholesale.com","1.065","NOHASH","Business"
"baak.htp.ac.id","8.752","HASH+NOHASH","Education"
"babblebelt.com","1.740","NOHASH","Alcohol"
"babelsport.com","5.537","HASH","Sports"
"babki-online.ru","1.138","HASH","IT"
"bacc.siamtechu.net","3.385","HASH","Education"
"bachmanandturner.com","3.885","HASH+NOHASH","Entertainment"
"backpack-newzealand.com","16.441","HASH+NOHASH","Reference"
"backup2.dsebd.org","11.283","HASH+NOHASH","Brokerage"
"badgerpoker.com","2.600","HASH+NOHASH","Gambling"
"badgirldvds.com","10.470","HASH+NOHASH","Adult"
"badmobelsalgar.de","3.245","HASH+NOHASH","Business"
"baechler.ch","2.098","NOHASH","Reference"
"baf.com.fj","12.471","HASH+NOHASH","Business"
"bag.flights","3.092","HASH+NOHASH","NoCategory"
"bahay.ph","10.032","HASH+NOHASH","Real Estate"
"baholdings.com.fj","8.095","HASH+NOHASH","Finance"
"bahzani.net","1.243","HASH","Media"
"bakkertec.com","26.068","HASH","Business"
"baku.azbgo.com","3.282","HASH+NOHASH","Business"
"balkanauto.com","6.143","HASH+NOHASH","Auto"
"balladain.fr","1.671","HASH+NOHASH","IT"
"balletto.net","2.112","NOHASH","Entertainment"
"baltimorecountymd.com","17.618","HASH+NOHASH","Reference"
"baltzoloto.ru","1.250","HASH","IT"
"bambisvet.bambinarium.eu","2.800","NOHASH","Business"
"bamleshwari.org","1.404","HASH+NOHASH","Global Religion"
"ban1gun.com","1.135","NOHASH","Boards"
"bandalshop.com","2.386","HASH+NOHASH","Shopping"
"bandboard.customer.tuplus-idl.de","32.405","HASH+NOHASH","Business"
"bandflower.co.kr","6.370","NOHASH","Shopping"
"bangkokbites.com.au","6.624","NOHASH","Restaurant"
"bangkokflowerscentre.co.th","82.131","HASH+NOHASH","Business"
"bangkoktaxi.com","26.106","HASH+NOHASH","Adult"
"bangsalsari-kecamatan.singo-x.web.id","10.607","NOHASH","Adult"
"bankofamerica.vacationwired.com","39.472","NOHASH","Travel"
"banmaesongschool.ac.th","4.963","HASH+NOHASH","NoCategory"
"banprupor.ac.th","4.973","HASH+NOHASH","Education"
"bantleon-energie.de","10.616","HASH","Business"
"baoqutang.com","12.586","HASH+NOHASH","NoCategory"
"barcelos.com.br","4.673","HASH","Travel"
"barcodeprinterthailand.com","20.727","HASH","NoCategory"
"bare-bottom-village.kontraktor-online.com","4.137","NOHASH","Advertising"
"barebackvideos.ca","7.124","NOHASH","Adult"
"barefooters.ru","12.659","HASH","Business"
"baringo.go.ke","1.354","HASH+NOHASH","Organizations&Government"
"barjouvilleauto.fr","65.840","HASH+NOHASH","Auto"
"barkacsszerszamok.hu","2.922","HASH","NoCategory"
"barkerrealestate.net","20.379","NOHASH","Real Estate"
"barnyardvereeniging.co.za","2.411","NOHASH","IT"
"barpokerseries.com","1.213","NOHASH","Business"
"barragourmet.com.br","1.253","NOHASH","Restaurant"
"bartek.com.tw","1.914","HASH+NOHASH","Shopping"
"bartv.5stream.com","2.043","HASH","Media"
"baseball-almanac.com","4.236","HASH+NOHASH","Sports"
"baseballprospectus.com","36.042","NOHASH","Sports"
"baseturf.com","6.147","HASH+NOHASH","Gambling"
"basic.com.fj","14.171","HASH+NOHASH","Business"
"basics-media.at","3.543","HASH+NOHASH","Business"
"basket.classport.fr","2.984","HASH+NOHASH","Sports"
"bassexpression.com","7.926","HASH+NOHASH","Entertainment"
"batistasdegoias.com.br","4.550","HASH+NOHASH","Business"
"batistasrn.org.br","4.551","HASH+NOHASH","IT"
"baumbachhaus-kranichfeld.de","1.122","HASH","Business"
"baumspage.com","8.953","HASH+NOHASH","Sports"
"bauset.de","2.096","HASH+NOHASH","IT"
"bayareabiobreak.com","7.665","HASH+NOHASH","Business"
"bayareachess.com","15.442","HASH","Sports"
"bayipazar.com","1.514","HASH+NOHASH","Blogs"
"bayridge.net","1.131","NOHASH","Newsgroups and Message Boards"
"bazaarhk.com","1.488","HASH+NOHASH","NoCategory"
"bb.r-est.biz","24.077","HASH+NOHASH","Real Estate"
"bb701106.com.tw","4.982","NOHASH","Business"
"bbapl.in","918","NOHASH","Business"
"bbcgroup.com.fj","10.075","HASH+NOHASH","Business"
