Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
700068,Qiannao.com,plaintext,File Sharing,2011,
695239,Pony Malware Keylogger Data,plaintext,Many,,
693535,ActionNetwork.com,bcrypt & no passwords,Betting,2020-01,
693079,Mobango.com [PARTIAL],plaintext,Gaming,2011-08,
685237,SakesFifthAvenue.com Email Addresses,no passwords,Shopping,2006-09,
679445,Betsson.com Email Addresses,no passwords,Gambling,,
672648,DaFont.com,MD5,Fonts,2017,
672476,WiiHacks.com,vB,Gaming,2013-09,
672322,Forums.DevArticles.com,VB,,2018-10,
662612,Feedblitz.com Email Addresses,no passwords,Marketing,2007-02,
660875,Ostin.fr Email Addresses,no passwords,Technology,2016-09,
659289,CrackingForum.com,vB,Cracking,2015,
657695,Texas Voter Database,no passwords,Government Records,,
656489,DevShed.com Forum,VB,Coding,2018-10,
653880,BBS.66163.com,MD5(salt),Uncategorized,2012,
651104,"Dominos (FR, NL, BE, EN)",MD5,Food & Drink - Pizza,2014-06,
645820,Forums.capitalgames.com,VB & bcrypt,,,
645327,Delaware Voter Database,no passwords,Government Records,2015-12,
642964,RLA.org [Reverse Logistics Association],MD5,Logistics,,
641212,CapitalGames.com Forum,vB & bcrypt,Gaming,2015-11,
640042,Forum.callOfGods.com,vB,Gaming,2017-02,
632595,000webhost.com Mailbox,plaintext,Hosting,2015-10,
626674,FoxMC.ru,plaintext,Gaming - Minecraft,2018,
626228,ServerSMTP.com,base64 & MD5(salt) & MD5 & no passwords,Hosting,2017-09,
620579,FFShrine.org,vB,Gaming - Final Fantasy,2015-09,
620201,Pennsylvania Voter Database,no passwords,Government Records,2015-12,
617560,Comcast.net [PARTIAL],plaintext & no passwords,Telecommunications,2015-09,
615112,Forums.Creative.com,VB,Design,2018-05,
611217,WebHostingTalk.com,vB,Hosting,2016-07,
609608,MortalOnline.com,MD5,Gaming,2018-06,https://account.mortalonline.com/breach.html
606393,UpdateNext.com,MD5,Uncategorized,2012,
600804,Blossoms.com Email Addresses,no passwords,Dating,,
599086,Nulled.io Forum,IPB,Cracking,2016-05,
598543,MyCashkit.com,base64,,,
596513,Coachella.com Forum,vB,Entertainment,2017-02,https://www.coachella.com/forum/showthread.php?88851-Someone-Is-Selling-Coachella-User-Accounts-on-the-Dark-Web&s=7afa7e579c101ad17c87998371f4af8e&p=3118544&viewfull=1#post3118544
582445,NotebookReview.com Email Addresses,no passwords,Technology - Laptop Reviews,,
570677,eLearners.com Email Addresses,no passwords,Education,2007-04,
568357,BTC-E.com,scrypt & SHA-512 & no passwords,Cryptocurrency,2014-10,
568321,D3Scene.com,VB,Gaming,2016-01,
566451,Printi.com.br,bcrypt & unknown hashing algorithm,Shopping,2019-05,
562230,RediffMail.com,plaintext,Email Provider,,
562213,HeroesOfGaia.com,no passwords,Gaming,2015-03,
562122,Forums.XKCD.com,MD5(phpBB3),Comics,2019-07,https://i.imgur.com/7Av6unl.png
555690,CoinBulb.com,plaintext,Cryptocurrency,2018,
551984,KompaMagazine.com,MD5,Music,,
549120,TheFaveApp.com,SHA-1,Employment,2016-09,
548774,BattlefieldHeroes.com,MD5,Gaming,2011-06,
547208,Im286.net,MD5,Technology,2016-11,
546204,CS-Puchatek.pl,vB,Gaming,2012,
543619,BudvaRealEstate.com,MD5,Real Estate,2018,
537787,VBulletin.com,vB,Software,2016-03,
537148,CrownBingo.com,no passwords,Gambling,2013-02,
537046,TWCenter.net Forums,vB,Gaming,2016-08,
537041,ChessHere.com,MD5,Gaming,2016-08,
531261,Stickam.com,plaintext,Live Streaming,2018,
531223,MoneyMan.org,plaintext,Uncategorized,,
530590,UnrealEngine.com,vB,Gaming,2016-08,
530258,OfficeDepot.com Email Addresses,no passwords,Shopping,2006-10,
528999,Ueber18.de,plaintext,Advertising,2017-01,
523925,LupaWorld.com,MD5(salt),Technology,2016-11,
522498,TodoTorrents.com,plaintext,Torrenting,,
521303,UK Business Database,no passwords,Business,2009-06,
515749,WoWSulvus.es,SHA-1($username.$pass),Gaming - World of Warcraft,2017-03,
514741,MerlinsMagicBitcoins.com,MD5 & MD5(Wordpress),Cryptocurrency,,
514409,BitcoinTalk.org Forum,sha256crypt & SMF,Cryptocurrency,2015-05,
514050,FoxitSoftware.com,vB,Software,2015-10,
513516,Dating.de,plaintext,Dating,2016-06,
509526,BossMedia.com,no passwords,Technology,2010-08,
509206,Wiziwig.eu,vB,Streaming,2013-04,
507636,EliteMeeting.com,plaintext,Dating,2015-01,
504840,Powerbot.org,IPB,Gaming - RuneScape,2014-09,
504219,WebSanguo.com,MD5(salt),Gaming,2013-09,
501648,SimpleMinecraft.ru,MD5 & bcrypt,Gaming - Minecraft,,
500246,Hoppstylta,plaintext,Uncategorized,,
499500,International eCommerce Database,plaintext,Shopping,,
498781,PayAsUgym.com,MD5 & no passwords,Directory - Gyms,2016-12,
496825,RedStation.co.uk Email Addresses,no passwords,Hosting,2016-08,
495066,Gloria-Jeans.ru,plaintext,Shopping,2016-09,
493130,GoldenPalace.com,no passwords,Gambling,,
490759,FlyingHearts.info,bcrypt & plaintext & MD5,Dating,2018,
490008,PPCGeeks.com Forum,vB,Technology - Phones,2016-08,
487415,Alaska Voter Database,no passwords,Government Records,2015-12,
484916,VIPDiablo.com,plaintext,Gaming,2016-03,
484129,Coinmama.com,MD5(Wordpress),Cryptocurrency,2017-08,https://www.coinmama.com/blog/account-security-faq
482234,SiriusXM.com Email Addresses,no passwords,Radio,2007-02,
481310,DCEmu.co.uk,vB,Gaming,2015-10,
475645,AZCentral.com,MD5 & plaintext,Newspaper,2019,
474989,Scam.com,IPB & vB,Scam Discussion,2016,
474106,USTVnow.com,plaintext,Streaming,2017-03,
474106,USTVnow.com,plaintext,Streaming,2017-03,
470225,BankingTools.nl,no passwords & plaintext,Finance,2015-11,
463571,PS3Hax.net,vB,Gaming,2016-07,
459785,ArmyForceWarland.com,plaintext,Gaming,2017,
459211,Edaboard.com,vB,Technology - Electronics,2015,
458353,Ozon.ru,plaintext,Shopping,,
457742,XboxScene.com,IPB,Gaming,2015-12,
457333,WiiUISO.com,vB,Gaming,2015-09,
457083,OpenRaid.org,phpBB,Gaming,,
456793,Intellego.fr,plaintext,,2017-11,
455901,USA Doctor and Physician Database,no passwords,Health,2010-12,
453492,Voices.Yahoo.com,plaintext,Publishing,2012-07,
451017,DashHacks.com Forum,vB,Hacking,2016-05,
449668,VisualShows.com,plaintext & unknown hashing algorithm,Uncategorized,2017,
446122,JobThaiWeb.com,plaintext,Employment,,
444595,CheapAssGamer.com,IPB,Gaming,2015,
444555,Up-King.com,plaintext,File Sharing,2016,
443724,NederWoon.nl,SHA-256 & no passwords,Accommodation,2017,
443506,Techimo.com,vB,Technology,2017-01,
442555,FunPlanet.se [PARTIAL],plaintext,Gaming,,
442514,Solomid.net,IPB,Gaming - League of Legends,2014-11,
441947,ConceptArt.org,vB,Art,2015-10,
441911,ConceptaInc.com,MD5,Technology,2016-09,
441001,Abcoeur.com Email Addresses,no passwords,Dating,,
440292,Tibia.net.pl,vB,Gaming,2016,
439734,Evermotion.org,vB,Art - Graphics,2015-05,
439202,CrazySlots.com,no passwords,Gambling,,
438594,Euronics.it,plaintext,Shopping,,
435591,AbbyWinters.com,Haval-256,Porn,2016-03,
435356,MechoDownload.com,vB,File Sharing,2013-10,
432894,AXParisDev.com,MD5,Uncategorized,,
431828,Forums.shell-livewire.com,VB & bcrypt,,,
430306,TrackMill.com,MD5,Gaming,,
429750,PremiumOutlets.co.jp,plaintext,Shopping,,
427499,PESFan.com,vB,Gaming & Football,2016-05,
426265,Payad.me,unknown hashing algorithm & SHA-256(salt),Paid to click,2020-03,
422986,Avast.com Forum,SHA-1,Anti-Virus,2014-05,
418335,WarcraftMovies.com,vB,Gaming,2015-12,
418081,Daemon-Tools.cc Forum,vB,Software,2016-12,
413297,PuntoChat.it,MD5(phpBB3),Social Media,2017-09,
412837,zTod.com,plaintext,Porn,2016-10,
409298,EpicNPC.com,vB,Hacking - Account Reseller,2016-01,
407077,KvizPart.hu,plaintext,Quizzes,,
401973,BackCountry.com Email Addresses,no passwords,Shopping,2006-09,
401164,AstrologyAnswers.com,plaintext,Superstition - Astrology,2016-02,
400881,News.FumuBang.com,MD5(salt),,,
400044,Paragon-Servers.com,SHA-1($username.$pass),Gaming,2016-08,
399445,GamesCampus.com,IPB & MD5(Wordpress),Gaming,2013-02,
398204,LOLZTeam.ru,no passwords,Gaming,2018-05,
397709,NoobHotel.nl,unknown hashing algorithm,Gaming,2017-06,
395386,BikeForums.net,VB,Sports - Cycling,2018-05,
395361,House.com Email Addresses,no passwords,Real Estate,2006-10,
394770,uTorrent.com Forum,SHA-1 & IPB & MD5,Torrenting,2016-01,
394406,PlayBlackjack.com,no passwords,Gambling,2014-07,
390159,TripHobo.com,bcrypt & no passwords,Travel,2016-03,
386127,Prosap-Hotel.nl,MD5,Gaming,2015-11,
385633,Smogon.com,vB & bcrypt,Gaming - Pokemon,2017-09,
385595,Points.com Email Addresses,no passwords,Online Wallet,2006-04,
382332,Classmates.com Email Addresses,no passwords,Education & Social Media,2006-09,
381893,Forum.reWASD.com,VB & bcrypt,Software,2019-09,
378282,PlanetMinecraft.com,plaintext,Gaming - Minecraft,,
378004,Rising-Gods.de,SHA1(upper(username)+':'+upper(password),Gaming - World of Warcraft,2018-06,
377628,iPusnas.id,MD5,Reading,,
376875,ItTakes2.com Email Addresses,no passwords,Dating,2006-05,
375790,Bistudio.com Forum,vB & no passwords,Gaming,2016-04,
374271,Darluok-Server.com,SHA-1(uppercase($username).uppercase($pass),Gaming - World of Warcraft,2018-06,
374192,eCrush.com Email Addresses,no passwords,Dating,2007-06,
371602,Pokebip.com Forum,phpBB & bcrypt,Gaming - Pokemon,2015-10,
369804,xHamster.com,MD5,Porn,,
364936,PSX-Scene.com,vB,Gaming,2016-05,
364860,EuroNote.hu,plaintext,Shopping,,
363877,Japan Business Directory,no passwords,Business,2016,
363671,CasinoCoins.com,no passwords,Gambling,,
361574,DaiDeGasForum.com,VB & bcrypt,Vehicles,,
360719,TrueWoW.org,MD5(phpBB3) & SHA-1(uppercase($username).uppercase($pass) & bcrypt & MD5,Gaming - World of Warcraft,2018-10,https://truewow.org/forum/viewtopic.php?f=50&t=39319
359975,Coachella.com,MD5(Wordpress),Entertainment,2017-02,https://www.coachella.com/forum/showthread.php?88851-Someone-Is-Selling-Coachella-User-Accounts-on-the-Dark-Web&s=7afa7e579c101ad17c87998371f4af8e&p=3118544&viewfull=1#post3118544
358359,Harman.in,MD5 & no passwords,Technology,2019-12,
355560,SoulSplit.com,SHA-1 & plaintext,Gaming - RuneScape,2014-01,
354781,PinkSofa.com,plaintext,Dating,2016,
354504,NokiaFREE.org,MD5(salt) *MISSING SALTS*,Phones,2018-09,
353876,Baihe.com,MD5 & MD5(salt),Dating,2011-12,
353751,Rapid-Flyer.com Email Addresses,no passwords,Publishing,2016-09,
353379,AhaShare.com,MD5 & phpBB,Torrenting,2013-05,
351220,Borealis.su,plaintext,Gaming - Minecraft,2018,
349960,ChulaBook.com,plaintext,,2018,
349876,WowMovie.me,plaintext,Movies,2017-02,
348958,RN.org,MD5,Education,2016-02,
348555,ChinaEko.com,MD5(salt),Design,2017,
348461,HostSearch.com Forum,MD5 & vB,Hosting,2015-10,
348335,Ikov.org,IPB & md5(salt),Gaming - RuneScape,2015-01,
348056,Forum.Darluok-Server.com,MyBB,Gaming - World of Warcraft,2018-06,
347636,CounterStrike.cn,MD5,Gaming,,
343923,IR.ChartNexus.com,plaintext,Finance,2017,
342049,SmithHawken.com Email Addresses,no passwords,Shopping,2006-09,
340044,TXTMate.com,plaintext,Instant Messaging,,
340002,Forum.Facepunch.com,VB,Gaming,2016-07,
339543,RealEstateMogul.com,no passwords,Real Estate,2016,
336810,Microstationconnections.com,plaintext,,2017-11,
336456,Catiacommunity.com,plaintext,,2017-11,
333936,SunDex.su,SHA-256,Gaming - Minecraft,2018-06,
333604,HIJapan.info,plaintext,Health,,
333307,MMO-Champion.com,MD5 & vB & plaintext,Gaming,,
331926,SEOChat.com Forum,VB,Search Engine Optimization,2018-10,
330605,Pokecommunity.com,vB,Gaming - Pokemon,2013-01,
330528,DoggyyWorld.com,MD5,Animals,,
330152,BadBuzz.ir,MD5,Technology,2016-04,
329320,InterTops.com,no passwords,Gambling,,
329282,SCI.rutgers.edu,vB,Education,2016-01,
328832,Plex.tv,IPB,Software - Media,2015,https://www.plex.tv/blog/security-notice-forum-user-password-resets/
328587,ys168.com,plaintext,File Sharing,2011-12,
328040,ConnectPress.com,plaintext & no passwords,Software,2013,
326645,EGPet.net,vB,Engineering,2017-09,
325765,Mac-Forums.com,vB,Software - Mac OS,2016-07,
323851,CasinoOnNet.com,no passwords,Gambling,,
323790,GameWar.com,plaintext,Gaming,2017,
322927,Pokebip.com,MD5,Gaming - Pokemon,2015-10,
318942,LessonOfPassion.com,plaintext,Gaming - Porn,2017,
318620,Zajefajna.com,vB,General Discussion,2017-09,
317457,Torrent-Invites.com,vB,Torrenting,2016-08,
317185,RSL.rootsWeb.Ancestry.com,plaintext,Ancestry,,
316725,Gaspricewatch.Com,plaintext,,2017-11,
316421,CivFanatics.com,no passwords,Gaming - Civilization,,
314322,Forum.AR.R2Games.com,vB,Gaming,2017-03,
314226,MrExcel.com,vB,Software,2015-01,http://www.mrexcel.com/details-of-data-breach-at-mrexcel-com/
313695,WarcraftLoot.net,plaintext,Gaming - World of Warcraft,2017,
312723,Revitcommunity.com,plaintext,,2017-12,
312419,NaturallyCurly.com,MD5 & MD5(Wordpress),Hair,2016-03,
312113,Forum.OnlineCenter.pl,vB *MISSING SALTS*,Gaming,,
311949,Glu.com,vB,Gaming - Mobile,2016-02,
309986,BUXP.org,plaintext,Paid to click,2016-04,
307172,FFToday.com,plaintext,Sports,2016-07,
306151,Dalaran-WoW.com,SHA-1(uppercase($username).uppercase($pass)),Gaming - World of Warcraft,2018-05,
305932,ScufGaming.com,MD5(Wordpress),Gaming,2016-06,
305883,Gameshot.net,plaintext,,2017-11,
305648,PS3ISO.com,vB,Gaming,2016-08,
304128,SEOChat.com Forum,vB,Search Engine Optimization,2016-07,
303989,Tamodo.com,bcrypt,Affiliate,2020-02,
303784,RedEnvelope.com Email Addresses,no passwords,Shopping,2006-11,
303233,Australian Consumer Leads,no passwords,Marketing,,
302981,ForeverLiving.com.br,SHA-1,Shopping,2018-01,
302677,Chrono77.com,VB,Uncategorized,2019-12,
302562,Optimale-Praesentation.de,plaintext,,2017-11,
301925,Gamania.com,base64,Gaming,2016-07,
300662,GratisGodis.se,plaintext & MD5,Paid to click,,
299129,InventorConnections.com,plaintext,Design,,
296671,Rent.com Email Addresses,no passwords,Real Estate,2006-09,
295375,SurviveTheARK.com,bcrypt,Gaming,2019-01,
293844,MobilePhoneTalk.com,vB,Technology,2017,
293637,SumoTorrent.sx,MD5,Torrenting,2016-04,
293214,A6.com,plaintext,Design,2017,
292827,Hookers.nl,VB & bcrypt,Prostitution,2019-09,
292665,FoxyBingo.com,plaintext,Gambling,2007-04,
292664,SpinPalace.com,no passwords,Gambling,,
292254,Forum.iCrafts.su,MD5,Gaming - Minecraft,2015-02,
291509,Seedpeer.eu,MD5,Torrenting,2016-07,
290567,EvgexaCraft.ru,plaintext,Gaming - Minecraft,,
290526,GameShot.net,plaintext,Gaming,,
287083,SixthContinent.com Email Addresses,no passwords,Gift Card Reseller,2016-09,
286526,Xrumer.Winguild.ru,SHA-1 & plaintext,Technology,,
284897,Team-Xecuter.com,vB,Gaming,2014-12,
284595,DivXSubtitles.net,plaintext,Subtitles,2016-04,
284436,PhoenixCareerGroup.com Comments,no passwords,Employment,2015-08,
284228,ConsoleSpot.net,vB,Gaming,2015-10,
281093,CodeWalkers.com,MD5 & VB,,2018-10,
279893,CNet.com Email Addresses,no passwords,Technology,2006-02,
278699,StarVault.se (MortalOnline Forums),VB & no passwords,Gaming,2018-06,https://account.mortalonline.com/breach.html
277997,MegaIndex.ru,osCommerce,Business,2015-12,
277944,EpicGames.com,vB,Gaming,2016-08,
277058,ImmiHelp.com Forum,VB5 & bcrypt,Immigration,2019-09,
272911,Anywhere.xxx,plaintext,Porn,,
272109,Forum.GAMEVIL.com,VB,Gaming,2015-11,
270893,Accountgear.com,plaintext,,2017-11,
270714,InstantCheckmate.com,no passwords,Database Lookup Tool,2016-01,
269788,USA Lawyer Database,no passwords,Law,2008,
269214,GameReplays.org,MD5(salt) *MISSING SALTS*,Gaming,2018-08,
268947,MajorGeeks.com,vB,Software,2015-09,
268804,FHostingesps6bly.onion,MD5(phpBB3) & MD5(salt) & SMF & bcrypt,Hosting,2017-02,
268515,Sythe.org,MD5 & IPB,Gaming - RuneScape,2014-11,
268115,IndianMoney.com Email Addresses,no passwords,Finance,2017,
266420,AllSlotsCasino.com,no passwords,Gambling,,
265481,Alwaraq.net,plaintext,,2018-11,
264192,AtlasQuantum.com,no passwords,Cryptocurrency,2018-08,https://www.facebook.com/notes/atlas-quantum/comunicado-importante/2196456297259749/
263462,ScamXposer.com,MD5(Wordpress),Reviews,2018-06,
263368,NewReleaseToday.com,MD5,Music,,
263236,NovaFM.com.au,SHA-1,Radio,2018-11,
262359,ScreenBlaze.com,plaintext,Paid to click,2017,
259996,UnixMine.ru,MD5,Gaming - Minecraft,2019-04,
259176,Glitched.in,MD5 & plaintext,Gaming,,
256370,AdFoc.us,MD5,Paid to click,2015,
256224,WTSPY.com,plaintext,Surveillance,2016-06,
256000,German Consumer Leads,no passwords,Marketing,,
255975,MaxOyun.com,plaintext,Gaming,,
254915,SweClockers.com,SHA-512($salt.md5($pass)),Gaming,2015-07,
253988,ITtaleem.com,VB,Technology,2017,
253180,ZenStudios.com,vB,Gaming,2017-04,
253136,FullHyderabad.com,plaintext,Portal,,
252912,GratisMakeup.se,Joomla,Paid to click,,
252741,myRepoSpace.com,MD5(salt.pass),Software,2015-04,
250450,RedBox.com,plaintext,Movies,,
249408,Satpro.se,no passwords,Shopping - Satellites,2016-03,
249364,Geico.com Email Addresses,no passwords,Insurance,2016-07,
248835,VibesConnect.com Email Addresses,no passwords,Dating,,
248417,WAHM.com,VB & bcrypt,Magazine,2018-05,
247918,PixelmonMod.com,MD5(phpBB3),Gaming - Minecraft,2018-09,
247531,8MinDating.com,plaintext,Dating,,
247154,SexMarkt.nl Email Addresses,no passwords,Sex,,
246613,REDTone.com.my,no passwords,Telecommunications,2014-05,
246429,NationalMedicalMarijuana.com,vB,Drugs,2017-04,
246179,DontCraft.ru,SHA-256(AuthMe),Gaming - Minecraft,2016-12,
244686,BuyInCoins.com,osCommerce & no passwords,Shopping,2019-10,
244186,Izzit.org,MD5($salt.$pass) & MD5(Wordpress),Education,2016-02,
243844,Forums.DevHardware.com,VB,,2018-10,
243119,NaijaLoaded.com,plaintext,Portal - Nigeria,2011-11,
242646,UncleJeans.com Email Addresses,no passwords,Clothes,2016-09,
242433,J-Rentacar.Com,plaintext,,2017-11,
239309,Forums.UFCFightClub.com,none & IPB,Sports - Boxing,2016-06,
238668,SingingStation.com,plaintext,Music,,
238552,Forums.TechnicPack.net,IPB & no passwords,Gaming - Minecraft,2015,
238202,HSX.com,plaintext,Entertainment,,
238024,MobilneForum.pl,vB,Technology - Phones,2015-12,
237982,8MinuteDating.com Email Addresses,no passwords,Dating,,
237007,SendToDropbox.com,no passwords,Hosting,2016-03,
236704,LovingFerrets.com,vB,Animals,2016-02,
235863,GrandVegas.com,no passwords,Gambling,,
233931,Kvadroom.ru,plaintext,Real Estate,2019-12,
233724,DSSRookie.com Email Addresses,no passwords,Television,,
233419,VideoLand.nl Email Addresses,no passwords,Movies,,
233326,Minefield.fr,phpBB & IPB,Gaming - Minecraft,2015-05,
231968,Forum.MarksDailyApple.com,VB5 & bcrypt,Health,2019-09,
231014,Hojunara.com,plaintext,Portal,2015-11,
230708,FaceIt.com,plaintext,Gaming,,
230638,EmpireOption.com,no passwords,Trading,2014-09,
230337,Bf1942.sk,MD5,Gaming,,
229543,USA Media Outlet Contacts Database,no passwords,Media,2010-11,
229475,PantyInspectors.com,plaintext,Porn,2015,
228639,Forum.Com2uS.com,bcrypt,Gaming,2019-09,
227747,Cannabis.com Forum,vB,Drugs,2014-02,
227621,PokGame,MD5,Gaming,2016-10,
226006,Lararforbundet.se,MD5,Employment & Education,,
224550,RSBoards.com,vB,Gaming - RuneScape,2013-08,
224449,Vedomosti.ru,plaintext,News,2012-05,
